source concept,target concept,source concept keywords,target concept keywords,source context words,target context words,context,polarity,score
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",whistles;dog;skin,obama;americans;regarding;obama;hold;appeals,appeals are called dog whistles for a reason three different people can read the above phrase and get three very different messages obama isn t working has economic connotations for some and racial connotations for others for the surprisingly high amount of americans who hold implicit racial biases the phrase also can trigger negative associations regarding president obama based on the color of his skin aka racism,POSITIVE,-9.053249668
liquid,governance.plusnames,"islands,beach,sea,bay,florida,storm,coast,tropical,hurricane,ocean","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",gulf;drilling;oil,obama,the only role mr obama has played in the oil business around here is the loss of drilling in the gulf which has hit us hard,POSITIVE,-9.053213343
war,governance.plusnames,"police,prison,crime,murder,trial,killed,evidence,arrested,criminal,security","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",conspiracy,santorum;liberal,i d like to see santorum say that scarborough is a part of the liberal conspiracy against him,NEUTRAL,-9.053096188
theater,governance.plusnames,"films,movie,episode,actor,awards,director,directed,appeared,comedy,actress","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",hollywood,obama;sec;fundraiser,heh co host of obama hollywood fundraiser under sec investigation,NEUTRAL,-9.051989179
liquid,governance.plusnames,"mountain,km,mountains,forest,valley,mount,antarctic,range,ice,sea","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",reserve;rainy;healthy;bedrock,spending;wasteful;limits;taxes;candidate;reddest;budget;budgeting;conservative;stricter,perry s texas budget compact is pretty much bedrock conservative fare no higher taxes stricter limits on spending truth in budgeting cutting of wasteful programs and maintaining a healthy rainy day reserve fund they re basic enough that it s hard to imagine any candidate running for office in the reddest state in the union can ignore them without having some serious explaining to do,POSITIVE,-9.050493574
health,governance.plusnames,"health,medical,hospital,sex,child,care,sexual,gay,marriage,medicine","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",care;providers;health,conservatives;private;encourage,conservatives encourage free choice among private providers so over the long run more health care options are available to all,POSITIVE,-9.050414762
health,governance.plusnames,"health,medical,hospital,sex,child,care,sexual,gay,marriage,medicine","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",penis,electorate;sworn;represent;duty,the only special relationship cameron is worried about is the one he has with the electorate as head of the government it his his sworn duty to represent his nation s penis envy of the united states,NEUTRAL,-9.050197019
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",funnels;moving;blocks;tacking,hyde;protect;budget;amendment;oversees;oversees;omb;bill;amendment;congressman;abortions;abortion;federal;rep;federal;abortions;appropriations;elective;taxpayers;oversee;omb;taxpayers;rep;coverage;loophole;taxpayer;cover;obamacare;bill,by next week the court could strike down the entire health care law but rep alan nunnelee r miss isn t taking any chances he s moving to protect taxpayers now the mississippi congressman is taking aim at obamacare in the financial services bill that opens the backdoor to a massive expansion of taxpayer funded abortion as it s written the appropriations plan funnels money to the office of management and budget omb to oversee new multi state health care exchanges under current law the omb s health care plans for federal workers can t cover elective abortions yet all but one of the multi state exchanges it oversees can that s a loophole rep nunnelee is trying to close by tacking an amendment on to the overall financial services bill to the state coverage in line with the hyde amendment which blocks the federal funding of abortion,POSITIVE,-9.050022766
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",costumes;fashion,republicans;blacks,here s a fashion idea for young republicans droog costumes preferably with a stick for beating up poor people blacks and asians,POSITIVE,-9.049457215
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",chops,politico;republicans,it was politico that said republicans are licking their chops not any republicans,NEUTRAL,-9.046261935
body,governance.plusnames,"blood,disease,treatment,patients,syndrome,drug,symptoms,cause,cancer,effects","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",machine;pushing;machine;causing,actions;barack;obama;turnout;percent;grassroots;voter;democrats;axelrod;percent;republicans;bush,while barack obama won wisconsin by points in it s important to remember that george w bush came close to winning the state in and missing by and percent respectively the efforts by democrats this season have forced republicans to build a grassroots machine their actions have proven to be very successful pushing the estimated voter turnout to a whopping to percent of all adults this machine will no doubt be in full operation in november causing axelrod s and messina s hearts to flutter,POSITIVE,-9.045480314
war,governance.plusnames,"regiment,corps,command,infantry,troops,battalion,commander,soldiers,attack,unit","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",ranks;defenders,romney,perhaps what she means is shrinking number of defenders among the ranks of women married to romney advisors,POSITIVE,-9.043638042
sports,governance.plusnames,"hockey,basketball,nba,nhl,coach,points,ice,players,teams,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",hoops,obama;barack,barack obama the lefty plays more hoops than golf,NEUTRAL,-9.041449032
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",motto,requiring;unconstitutional,for example the court struck down as unconstitutional a law requiring motorists to display the motto live free or die,NEUTRAL,-9.041002708
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",bag;nail;harder,obama,who do you think cries harder when he a nail while getting a golf club out of the bag obama or romney,POSITIVE,-9.040602677
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",cross;shield;blue;blue,newt;newt;gingrich;eligible;dues;gingrich,the center for health transformation which opened in in dues of as much as per year from insurers and other health care firms offering some of them access to newt gingrich and direct newt interaction according to promotional materials the biggest funders including firms such as astrazeneca blue cross blue shield and novo nordisk were also eligible to receive discounts on products and workshops from other gingrich groups,POSITIVE,-9.040072623
